movieId,title,genres,year,clean_title
42,Dead Presidents (1995),action|crime|drama,1995,Dead Presidents
43,Restoration (1995),drama,1995,Restoration
44,Mortal Kombat (1995),action|adventure|fantasy,1995,Mortal Kombat
45,To Die For (1995),comedy|drama|thriller,1995,To Die For
46,How to Make an American Quilt (1995),drama|romance,1995,How to Make an American Quilt
47,Seven (a.k.a. Se7en) (1995),mystery|thriller,1995,Seven (a.k.a. Se7en)
48,Pocahontas (1995),animation|children|drama|musical|romance,1995,Pocahontas
49,When Night Is Falling (1995),drama|romance,1995,When Night Is Falling
50,"Usual Suspects, The (1995)",crime|mystery|thriller,1995,"Usual Suspects, The"
52,Mighty Aphrodite (1995),comedy|drama|romance,1995,Mighty Aphrodite
53,Lamerica (1994),adventure|drama,1994,Lamerica
54,"Big Green, The (1995)",children|comedy,1995,"Big Green, The"
55,Georgia (1995),drama,1995,Georgia
57,Home for the Holidays (1995),drama,1995,Home for the Holidays
58,"Postman, The (Postino, Il) (1994)",comedy|drama|romance,1994,"Postman, The (Postino, Il)"
60,"Indian in the Cupboard, The (1995)",adventure|children|fantasy,1995,"Indian in the Cupboard, The"
61,Eye for an Eye (1996),drama|thriller,1996,Eye for an Eye
62,Mr. Holland's Opus (1995),drama,1995,Mr. Holland's Opus
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),comedy|crime,1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
64,Two if by Sea (1996),comedy|romance,1996,Two if by Sea
65,Bio-Dome (1996),comedy,1996,Bio-Dome
66,Lawnmower Man 2: Beyond Cyberspace (1996),action|sci-fi|thriller,1996,Lawnmower Man 2: Beyond Cyberspace
68,French Twist (Gazon maudit) (1995),comedy|romance,1995,French Twist (Gazon maudit)
69,Friday (1995),comedy,1995,Friday
70,From Dusk Till Dawn (1996),action|comedy|horror|thriller,1996,From Dusk Till Dawn
71,Fair Game (1995),action,1995,Fair Game
72,Kicking and Screaming (1995),comedy|drama,1995,Kicking and Screaming
73,"Misérables, Les (1995)",drama|war,1995,"Misérables, Les"
74,Bed of Roses (1996),drama|romance,1996,Bed of Roses
75,Big Bully (1996),comedy|drama,1996,Big Bully
76,Screamers (1995),action|sci-fi|thriller,1995,Screamers
77,Nico Icon (1995),documentary,1995,Nico Icon
78,"Crossing Guard, The (1995)",action|crime|drama|thriller,1995,"Crossing Guard, The"
79,"Juror, The (1996)",drama|thriller,1996,"Juror, The"
80,"White Balloon, The (Badkonake sefid) (1995)",children|drama,1995,"White Balloon, The (Badkonake sefid)"
81,Things to Do in Denver When You're Dead (1995),crime|drama|romance,1995,Things to Do in Denver When You're Dead
82,Antonia's Line (Antonia) (1995),comedy|drama,1995,Antonia's Line (Antonia)
83,Once Upon a Time... When We Were Colored (1995),drama|romance,1995,Once Upon a Time... When We Were Colored
85,Angels and Insects (1995),drama|romance,1995,Angels and Insects
86,White Squall (1996),action|adventure|drama,1996,White Squall
87,Dunston Checks In (1996),children|comedy,1996,Dunston Checks In
88,Black Sheep (1996),comedy,1996,Black Sheep
89,Nick of Time (1995),action|thriller,1995,Nick of Time
92,Mary Reilly (1996),drama|horror|thriller,1996,Mary Reilly
93,Vampire in Brooklyn (1995),comedy|horror|romance,1995,Vampire in Brooklyn
94,Beautiful Girls (1996),comedy|drama|romance,1996,Beautiful Girls
95,Broken Arrow (1996),action|adventure|thriller,1996,Broken Arrow
96,In the Bleak Midwinter (1995),comedy|drama,1995,In the Bleak Midwinter
97,"Hate (Haine, La) (1995)",crime|drama,1995,"Hate (Haine, La)"
99,Heidi Fleiss: Hollywood Madam (1995),documentary,1995,Heidi Fleiss: Hollywood Madam
100,City Hall (1996),drama|thriller,1996,City Hall
101,Bottle Rocket (1996),adventure|comedy|crime|romance,1996,Bottle Rocket
102,Mr. Wrong (1996),comedy,1996,Mr. Wrong
103,Unforgettable (1996),mystery|sci-fi|thriller,1996,Unforgettable
104,Happy Gilmore (1996),comedy,1996,Happy Gilmore
105,"Bridges of Madison County, The (1995)",drama|romance,1995,"Bridges of Madison County, The"
106,Nobody Loves Me (Keiner liebt mich) (1994),comedy|drama,1994,Nobody Loves Me (Keiner liebt mich)
107,Muppet Treasure Island (1996),adventure|children|comedy|musical,1996,Muppet Treasure Island
108,Catwalk (1996),documentary,1996,Catwalk
110,Braveheart (1995),action|drama|war,1995,Braveheart
111,Taxi Driver (1976),crime|drama|thriller,1976,Taxi Driver
112,Rumble in the Bronx (Hont faan kui) (1995),action|adventure|comedy|crime,1995,Rumble in the Bronx (Hont faan kui)
113,Before and After (1996),drama|mystery,1996,Before and After
116,Anne Frank Remembered (1995),documentary,1995,Anne Frank Remembered
117,"Young Poisoner's Handbook, The (1995)",crime|drama,1995,"Young Poisoner's Handbook, The"
118,If Lucy Fell (1996),comedy|romance,1996,If Lucy Fell
119,"Steal Big, Steal Little (1995)",comedy,1995,"Steal Big, Steal Little"
121,"Boys of St. Vincent, The (1992)",drama,1992,"Boys of St. Vincent, The"
122,Boomerang (1992),comedy|romance,1992,Boomerang
123,Chungking Express (Chung Hing sam lam) (1994),drama|mystery|romance,1994,Chungking Express (Chung Hing sam lam)
125,Flirting With Disaster (1996),comedy,1996,Flirting With Disaster
126,"NeverEnding Story III, The (1994)",adventure|children|fantasy,1994,"NeverEnding Story III, The"
128,Jupiter's Wife (1994),documentary,1994,Jupiter's Wife
129,Pie in the Sky (1996),comedy|romance,1996,Pie in the Sky
132,Jade (1995),thriller,1995,Jade
135,Down Periscope (1996),comedy,1996,Down Periscope
137,Man of the Year (1995),documentary,1995,Man of the Year
140,Up Close and Personal (1996),drama|romance,1996,Up Close and Personal
141,"Birdcage, The (1996)",comedy,1996,"Birdcage, The"
144,"Brothers McMullen, The (1995)",comedy,1995,"Brothers McMullen, The"
145,Bad Boys (1995),action|comedy|crime|drama|thriller,1995,Bad Boys
146,"Amazing Panda Adventure, The (1995)",adventure|children,1995,"Amazing Panda Adventure, The"
147,"Basketball Diaries, The (1995)",drama,1995,"Basketball Diaries, The"
148,"Awfully Big Adventure, An (1995)",drama,1995,"Awfully Big Adventure, An"
149,Amateur (1994),crime|drama|thriller,1994,Amateur
150,Apollo 13 (1995),adventure|drama|imax,1995,Apollo 13
151,Rob Roy (1995),action|drama|romance|war,1995,Rob Roy
152,"Addiction, The (1995)",drama|horror,1995,"Addiction, The"
153,Batman Forever (1995),action|adventure|comedy|crime,1995,Batman Forever
154,Beauty of the Day (Belle de jour) (1967),drama,1967,Beauty of the Day (Belle de jour)
155,Beyond Rangoon (1995),adventure|drama|war,1995,Beyond Rangoon
156,Blue in the Face (1995),comedy|drama,1995,Blue in the Face
157,Canadian Bacon (1995),comedy|war,1995,Canadian Bacon
158,Casper (1995),adventure|children,1995,Casper
159,Clockers (1995),crime|drama|mystery,1995,Clockers
160,Congo (1995),action|adventure|mystery|sci-fi,1995,Congo
161,Crimson Tide (1995),drama|thriller|war,1995,Crimson Tide
162,Crumb (1994),documentary,1994,Crumb
163,Desperado (1995),action|romance|western,1995,Desperado
164,Devil in a Blue Dress (1995),crime|film-noir|mystery|thriller,1995,Devil in a Blue Dress
165,Die Hard: With a Vengeance (1995),action|crime|thriller,1995,Die Hard: With a Vengeance
166,"Doom Generation, The (1995)",comedy|crime|drama,1995,"Doom Generation, The"
168,First Knight (1995),action|drama|romance,1995,First Knight
169,Free Willy 2: The Adventure Home (1995),adventure|children|drama,1995,Free Willy 2: The Adventure Home
170,Hackers (1995),action|adventure|crime|thriller,1995,Hackers
171,Jeffrey (1995),comedy|drama,1995,Jeffrey
172,Johnny Mnemonic (1995),action|sci-fi|thriller,1995,Johnny Mnemonic
173,Judge Dredd (1995),action|crime|sci-fi,1995,Judge Dredd
174,Jury Duty (1995),comedy,1995,Jury Duty
175,Kids (1995),drama,1995,Kids
176,Living in Oblivion (1995),comedy,1995,Living in Oblivion
177,Lord of Illusions (1995),horror,1995,Lord of Illusions
178,Love & Human Remains (1993),comedy|drama,1993,Love & Human Remains
179,Mad Love (1995),drama|romance,1995,Mad Love
180,Mallrats (1995),comedy|romance,1995,Mallrats
181,Mighty Morphin Power Rangers: The Movie (1995),action|children,1995,Mighty Morphin Power Rangers: The Movie
183,Mute Witness (1994),comedy|horror|thriller,1994,Mute Witness
184,Nadja (1994),drama,1994,Nadja
185,"Net, The (1995)",action|crime|thriller,1995,"Net, The"
186,Nine Months (1995),comedy|romance,1995,Nine Months
187,Party Girl (1995),comedy,1995,Party Girl
188,"Prophecy, The (1995)",fantasy|horror|mystery,1995,"Prophecy, The"
189,Reckless (1995),comedy|fantasy,1995,Reckless
190,Safe (1995),thriller,1995,Safe
191,"Scarlet Letter, The (1995)",drama|romance,1995,"Scarlet Letter, The"
193,Showgirls (1995),drama,1995,Showgirls
194,Smoke (1995),comedy|drama,1995,Smoke
195,Something to Talk About (1995),comedy|drama|romance,1995,Something to Talk About
196,Species (1995),horror|sci-fi,1995,Species
198,Strange Days (1995),action|crime|drama|mystery|sci-fi|thriller,1995,Strange Days
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",drama|musical|romance,1964,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)"
201,Three Wishes (1995),drama|fantasy,1995,Three Wishes
202,Total Eclipse (1995),drama|romance,1995,Total Eclipse
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",comedy,1995,"To Wong Foo, Thanks for Everything! Julie Newmar"
204,Under Siege 2: Dark Territory (1995),action,1995,Under Siege 2: Dark Territory
205,Unstrung Heroes (1995),comedy|drama,1995,Unstrung Heroes
206,Unzipped (1995),documentary,1995,Unzipped
207,"Walk in the Clouds, A (1995)",drama|romance,1995,"Walk in the Clouds, A"
208,Waterworld (1995),action|adventure|sci-fi,1995,Waterworld
209,White Man's Burden (1995),drama,1995,White Man's Burden
210,Wild Bill (1995),western,1995,Wild Bill
211,"Browning Version, The (1994)",drama,1994,"Browning Version, The"
212,Bushwhacked (1995),adventure|comedy|crime|mystery,1995,Bushwhacked
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),drama,1994,Burnt by the Sun (Utomlyonnye solntsem)
214,Before the Rain (Pred dozhdot) (1994),drama|war,1994,Before the Rain (Pred dozhdot)
215,Before Sunrise (1995),drama|romance,1995,Before Sunrise
216,Billy Madison (1995),comedy,1995,Billy Madison
217,"Babysitter, The (1995)",drama|thriller,1995,"Babysitter, The"
218,Boys on the Side (1995),comedy|drama,1995,Boys on the Side
219,"Cure, The (1995)",drama,1995,"Cure, The"
220,Castle Freak (1995),horror,1995,Castle Freak
222,Circle of Friends (1995),drama|romance,1995,Circle of Friends
223,Clerks (1994),comedy,1994,Clerks
224,Don Juan DeMarco (1995),comedy|drama|romance,1995,Don Juan DeMarco
225,Disclosure (1994),drama|thriller,1994,Disclosure
227,Drop Zone (1994),action|thriller,1994,Drop Zone
228,Destiny Turns on the Radio (1995),comedy,1995,Destiny Turns on the Radio
229,Death and the Maiden (1994),drama|thriller,1994,Death and the Maiden
230,Dolores Claiborne (1995),drama|thriller,1995,Dolores Claiborne
231,Dumb & Dumber (Dumb and Dumber) (1994),adventure|comedy,1994,Dumb & Dumber (Dumb and Dumber)
232,Eat Drink Man Woman (Yin shi nan nu) (1994),comedy|drama|romance,1994,Eat Drink Man Woman (Yin shi nan nu)
233,Exotica (1994),drama,1994,Exotica
234,Exit to Eden (1994),comedy,1994,Exit to Eden
235,Ed Wood (1994),comedy|drama,1994,Ed Wood
236,French Kiss (1995),action|comedy|romance,1995,French Kiss
237,Forget Paris (1995),comedy|romance,1995,Forget Paris
238,Far From Home: The Adventures of Yellow Dog (1995),adventure|children,1995,Far From Home: The Adventures of Yellow Dog
239,"Goofy Movie, A (1995)",animation|children|comedy|romance,1995,"Goofy Movie, A"
240,Hideaway (1995),thriller,1995,Hideaway
241,Fluke (1995),children|drama,1995,Fluke
242,Farinelli: il castrato (1994),drama|musical,1994,Farinelli: il castrato
243,Gordy (1995),children|comedy|fantasy,1995,Gordy
246,Hoop Dreams (1994),documentary,1994,Hoop Dreams
247,Heavenly Creatures (1994),crime|drama,1994,Heavenly Creatures
248,Houseguest (1994),comedy,1994,Houseguest
249,Immortal Beloved (1994),drama|romance,1994,Immortal Beloved
250,Heavyweights (Heavy Weights) (1995),children|comedy,1995,Heavyweights (Heavy Weights)
251,"Hunted, The (1995)",action,1995,"Hunted, The"
252,I.Q. (1994),comedy|romance,1994,I.Q.
253,Interview with the Vampire: The Vampire Chronicles (1994),drama|horror,1994,Interview with the Vampire: The Vampire Chronicles
254,Jefferson in Paris (1995),drama,1995,Jefferson in Paris
255,"Jerky Boys, The (1995)",comedy,1995,"Jerky Boys, The"
256,Junior (1994),comedy|sci-fi,1994,Junior
257,Just Cause (1995),mystery|thriller,1995,Just Cause
258,"Kid in King Arthur's Court, A (1995)",adventure|children|comedy|fantasy|romance,1995,"Kid in King Arthur's Court, A"
259,Kiss of Death (1995),crime|drama|thriller,1995,Kiss of Death
260,Star Wars: Episode IV - A New Hope (1977),action|adventure|sci-fi,1977,Star Wars: Episode IV - A New Hope
261,Little Women (1994),drama,1994,Little Women
262,"Little Princess, A (1995)",children|drama,1995,"Little Princess, A"
263,Ladybird Ladybird (1994),drama,1994,Ladybird Ladybird
265,Like Water for Chocolate (Como agua para chocolate) (1992),drama|fantasy|romance,1992,Like Water for Chocolate (Como agua para chocolate)
266,Legends of the Fall (1994),drama|romance|war|western,1994,Legends of the Fall
267,Major Payne (1995),comedy,1995,Major Payne
269,My Crazy Life (Mi vida loca) (1993),drama,1993,My Crazy Life (Mi vida loca)
270,Love Affair (1994),drama|romance,1994,Love Affair
271,Losing Isaiah (1995),drama,1995,Losing Isaiah
272,"Madness of King George, The (1994)",comedy|drama,1994,"Madness of King George, The"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),drama|horror|sci-fi,1994,Mary Shelley's Frankenstein (Frankenstein)
274,Man of the House (1995),comedy,1995,Man of the House
275,Mixed Nuts (1994),comedy,1994,Mixed Nuts
276,Milk Money (1994),comedy|romance,1994,Milk Money
277,Miracle on 34th Street (1994),drama,1994,Miracle on 34th Street
278,Miami Rhapsody (1995),comedy,1995,Miami Rhapsody
279,My Family (1995),drama,1995,My Family
280,Murder in the First (1995),drama|thriller,1995,Murder in the First
281,Nobody's Fool (1994),comedy|drama|romance,1994,Nobody's Fool
282,Nell (1994),drama,1994,Nell
283,New Jersey Drive (1995),crime|drama,1995,New Jersey Drive
284,New York Cop (Nyû Yôku no koppu) (1993),action|crime,1993,New York Cop (Nyû Yôku no koppu)
285,Beyond Bedlam (1993),drama|horror,1993,Beyond Bedlam
287,Nina Takes a Lover (1994),comedy|romance,1994,Nina Takes a Lover
288,Natural Born Killers (1994),action|crime|thriller,1994,Natural Born Killers
289,Only You (1994),comedy|romance,1994,Only You
290,Once Were Warriors (1994),crime|drama,1994,Once Were Warriors
291,Poison Ivy II (1996),drama|thriller,1996,Poison Ivy II
292,Outbreak (1995),action|drama|sci-fi|thriller,1995,Outbreak
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),action|crime|drama|thriller,1994,Léon: The Professional (a.k.a. The Professional) (Léon)
294,"Perez Family, The (1995)",comedy|romance,1995,"Perez Family, The"
295,"Pyromaniac's Love Story, A (1995)",comedy|romance,1995,"Pyromaniac's Love Story, A"
296,Pulp Fiction (1994),comedy|crime|drama|thriller,1994,Pulp Fiction
298,Pushing Hands (Tui shou) (1992),drama,1992,Pushing Hands (Tui shou)
299,Priest (1994),drama,1994,Priest
300,Quiz Show (1994),drama,1994,Quiz Show
301,Picture Bride (Bijo photo) (1994),drama|romance,1994,Picture Bride (Bijo photo)
302,"Queen Margot (Reine Margot, La) (1994)",drama|romance,1994,"Queen Margot (Reine Margot, La)"
303,"Quick and the Dead, The (1995)",action|thriller|western,1995,"Quick and the Dead, The"
304,Roommates (1995),comedy|drama,1995,Roommates
305,Ready to Wear (Pret-A-Porter) (1994),comedy,1994,Ready to Wear (Pret-A-Porter)
306,Three Colors: Red (Trois couleurs: Rouge) (1994),drama,1994,Three Colors: Red (Trois couleurs: Rouge)
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),drama,1993,Three Colors: Blue (Trois couleurs: Bleu)
308,Three Colors: White (Trzy kolory: Bialy) (1994),comedy|drama,1994,Three Colors: White (Trzy kolory: Bialy)
310,Rent-a-Kid (1995),comedy,1995,Rent-a-Kid
311,Relative Fear (1994),horror|thriller,1994,Relative Fear
312,Stuart Saves His Family (1995),comedy,1995,Stuart Saves His Family
313,"Swan Princess, The (1994)",animation|children,1994,"Swan Princess, The"
314,"Secret of Roan Inish, The (1994)",children|drama|fantasy|mystery,1994,"Secret of Roan Inish, The"
315,"Specialist, The (1994)",action|drama|thriller,1994,"Specialist, The"
316,Stargate (1994),action|adventure|sci-fi,1994,Stargate
317,"Santa Clause, The (1994)",comedy|drama|fantasy,1994,"Santa Clause, The"
318,"Shawshank Redemption, The (1994)",crime|drama,1994,"Shawshank Redemption, The"
319,Shallow Grave (1994),comedy|drama|thriller,1994,Shallow Grave
320,Suture (1993),film-noir|thriller,1993,Suture
321,Strawberry and Chocolate (Fresa y chocolate) (1993),drama,1993,Strawberry and Chocolate (Fresa y chocolate)
322,Swimming with Sharks (1995),comedy|drama,1995,Swimming with Sharks
324,"Sum of Us, The (1994)",comedy|drama,1994,"Sum of Us, The"
325,National Lampoon's Senior Trip (1995),comedy,1995,National Lampoon's Senior Trip
326,To Live (Huozhe) (1994),drama,1994,To Live (Huozhe)
327,Tank Girl (1995),action|comedy|sci-fi,1995,Tank Girl
328,Tales from the Crypt Presents: Demon Knight (1995),horror|thriller,1995,Tales from the Crypt Presents: Demon Knight
329,Star Trek: Generations (1994),adventure|drama|sci-fi,1994,Star Trek: Generations
330,Tales from the Hood (1995),action|crime|horror,1995,Tales from the Hood
331,Tom & Viv (1994),drama,1994,Tom & Viv
332,Village of the Damned (1995),horror|sci-fi,1995,Village of the Damned
333,Tommy Boy (1995),comedy,1995,Tommy Boy
334,Vanya on 42nd Street (1994),drama,1994,Vanya on 42nd Street
335,Underneath (1995),mystery|thriller,1995,Underneath
336,"Walking Dead, The (1995)",drama|war,1995,"Walking Dead, The"
337,What's Eating Gilbert Grape (1993),drama,1993,What's Eating Gilbert Grape
338,Virtuosity (1995),action|sci-fi|thriller,1995,Virtuosity
339,While You Were Sleeping (1995),comedy|romance,1995,While You Were Sleeping
340,"War, The (1994)",adventure|drama|war,1994,"War, The"
341,Double Happiness (1994),drama,1994,Double Happiness
342,Muriel's Wedding (1994),comedy,1994,Muriel's Wedding
343,"Baby-Sitters Club, The (1995)",children,1995,"Baby-Sitters Club, The"
344,Ace Ventura: Pet Detective (1994),comedy,1994,Ace Ventura: Pet Detective
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",comedy|drama,1994,"Adventures of Priscilla, Queen of the Desert, The"
346,Backbeat (1993),drama|musical,1993,Backbeat
347,Bitter Moon (1992),drama|film-noir|romance,1992,Bitter Moon
348,Bullets Over Broadway (1994),comedy,1994,Bullets Over Broadway
349,Clear and Present Danger (1994),action|crime|drama|thriller,1994,Clear and Present Danger
350,"Client, The (1994)",drama|mystery|thriller,1994,"Client, The"
351,"Corrina, Corrina (1994)",comedy|drama|romance,1994,"Corrina, Corrina"
352,Crooklyn (1994),comedy|drama,1994,Crooklyn
353,"Crow, The (1994)",action|crime|fantasy|thriller,1994,"Crow, The"
354,Cobb (1994),drama,1994,Cobb
355,"Flintstones, The (1994)",children|comedy|fantasy,1994,"Flintstones, The"
356,Forrest Gump (1994),comedy|drama|romance|war,1994,Forrest Gump
357,Four Weddings and a Funeral (1994),comedy|romance,1994,Four Weddings and a Funeral
358,Higher Learning (1995),drama,1995,Higher Learning
359,I Like It Like That (1994),comedy|drama|romance,1994,I Like It Like That
360,I Love Trouble (1994),action|comedy,1994,I Love Trouble
361,It Could Happen to You (1994),comedy|drama|romance,1994,It Could Happen to You
362,"Jungle Book, The (1994)",adventure|children|romance,1994,"Jungle Book, The"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",documentary,1993,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)"
364,"Lion King, The (1994)",adventure|animation|children|drama|musical|imax,1994,"Lion King, The"
365,Little Buddha (1993),drama,1993,Little Buddha
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",drama|horror|mystery|thriller,1994,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"
367,"Mask, The (1994)",action|comedy|crime|fantasy,1994,"Mask, The"
368,Maverick (1994),adventure|comedy|western,1994,Maverick
369,Mrs. Parker and the Vicious Circle (1994),drama,1994,Mrs. Parker and the Vicious Circle
370,Naked Gun 33 1/3: The Final Insult (1994),action|comedy,1994,Naked Gun 33 1/3: The Final Insult
371,"Paper, The (1994)",comedy|drama,1994,"Paper, The"
372,Reality Bites (1994),comedy|drama|romance,1994,Reality Bites
373,Red Rock West (1992),thriller,1992,Red Rock West
374,Richie Rich (1994),children|comedy,1994,Richie Rich
376,"River Wild, The (1994)",action|thriller,1994,"River Wild, The"
377,Speed (1994),action|romance|thriller,1994,Speed
378,Speechless (1994),comedy|romance,1994,Speechless
379,Timecop (1994),action|sci-fi|thriller,1994,Timecop
380,True Lies (1994),action|adventure|comedy|romance|thriller,1994,True Lies
381,When a Man Loves a Woman (1994),drama|romance,1994,When a Man Loves a Woman
382,Wolf (1994),drama|horror|romance|thriller,1994,Wolf
383,Wyatt Earp (1994),western,1994,Wyatt Earp
384,Bad Company (1995),action|crime|drama,1995,Bad Company
385,"Man of No Importance, A (1994)",drama,1994,"Man of No Importance, A"
386,S.F.W. (1994),drama,1994,S.F.W.
387,"Low Down Dirty Shame, A (1994)",action|comedy,1994,"Low Down Dirty Shame, A"
388,Boys Life (1995),drama,1995,Boys Life
389,"Colonel Chabert, Le (1994)",drama|romance|war,1994,"Colonel Chabert, Le"
390,Faster Pussycat! Kill! Kill! (1965),action|crime|drama,1965,Faster Pussycat! Kill! Kill!
391,Jason's Lyric (1994),crime|drama,1994,Jason's Lyric
393,Street Fighter (1994),action|adventure|fantasy,1994,Street Fighter
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),action|fantasy,1994,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension)
406,Federal Hill (1994),drama,1994,Federal Hill
407,In the Mouth of Madness (1995),horror|thriller,1995,In the Mouth of Madness
408,8 Seconds (1994),drama,1994,8 Seconds
409,Above the Rim (1994),crime|drama,1994,Above the Rim
410,Addams Family Values (1993),children|comedy|fantasy,1993,Addams Family Values
412,"Age of Innocence, The (1993)",drama,1993,"Age of Innocence, The"
413,Airheads (1994),comedy,1994,Airheads
414,"Air Up There, The (1994)",comedy,1994,"Air Up There, The"
415,Another Stakeout (1993),comedy|thriller,1993,Another Stakeout
416,Bad Girls (1994),western,1994,Bad Girls
417,Barcelona (1994),comedy|romance,1994,Barcelona
418,Being Human (1993),drama,1993,Being Human
419,"Beverly Hillbillies, The (1993)",comedy,1993,"Beverly Hillbillies, The"
420,Beverly Hills Cop III (1994),action|comedy|crime|thriller,1994,Beverly Hills Cop III
421,Black Beauty (1994),adventure|children|drama,1994,Black Beauty
422,Blink (1994),thriller,1994,Blink
423,Blown Away (1994),action|thriller,1994,Blown Away
424,Blue Chips (1994),drama,1994,Blue Chips
425,Blue Sky (1994),drama|romance,1994,Blue Sky
426,Body Snatchers (1993),horror|sci-fi|thriller,1993,Body Snatchers
427,Boxing Helena (1993),drama|mystery|romance|thriller,1993,Boxing Helena
428,"Bronx Tale, A (1993)",drama,1993,"Bronx Tale, A"
429,Cabin Boy (1994),comedy,1994,Cabin Boy
430,Calendar Girl (1993),comedy|drama,1993,Calendar Girl
431,Carlito's Way (1993),crime|drama,1993,Carlito's Way
432,City Slickers II: The Legend of Curly's Gold (1994),adventure|comedy|western,1994,City Slickers II: The Legend of Curly's Gold
433,Clean Slate (1994),comedy,1994,Clean Slate
434,Cliffhanger (1993),action|adventure|thriller,1993,Cliffhanger
435,Coneheads (1993),comedy|sci-fi,1993,Coneheads
436,Color of Night (1994),drama|thriller,1994,Color of Night
437,Cops and Robbersons (1994),comedy,1994,Cops and Robbersons
438,"Cowboy Way, The (1994)",action|comedy|drama,1994,"Cowboy Way, The"
440,Dave (1993),comedy|romance,1993,Dave
441,Dazed and Confused (1993),comedy,1993,Dazed and Confused
442,Demolition Man (1993),action|adventure|sci-fi,1993,Demolition Man
444,Even Cowgirls Get the Blues (1993),comedy|romance,1993,Even Cowgirls Get the Blues
445,Fatal Instinct (1993),comedy,1993,Fatal Instinct
446,Farewell My Concubine (Ba wang bie ji) (1993),drama|romance,1993,Farewell My Concubine (Ba wang bie ji)
448,Fearless (1993),drama,1993,Fearless
449,Fear of a Black Hat (1994),comedy,1994,Fear of a Black Hat
450,With Honors (1994),comedy|drama,1994,With Honors
451,Flesh and Bone (1993),drama|mystery|romance,1993,Flesh and Bone
452,Widows' Peak (1994),drama,1994,Widows' Peak
